Adipocyte_ID,Area_Pixels,Area_Microns_Squared,Centroid_X,Centroid_Y,Grid_ID,MPP_Used,Closest_Tumour_ID,Distance_To_Closest_Tumour,Distance_Bin
249,15865.0,3874.7666985999995,6392.620233217775,8028.013173652695,23,0.4942,,,
250,8337.0,2036.1758566799997,5421.82091879573,6433.612570468994,16,0.4942,,,
251,12025.0,2936.9095209999996,7108.957255717256,6466.409729729729,17,0.4942,,,
252,11745.0,2868.5241017999997,6377.010727969348,7674.942784163474,23,0.4942,,,
253,4981.0,1216.52776084,7660.343103794419,6448.702469383658,17,0.4942,,,
254,13320.0,3253.1920847999995,6297.250225225225,7547.913738738739,23,0.4942,,,
255,15426.0,3767.5481306399997,5641.791974588357,6723.720796058602,23,0.4942,,,
256,7941.0,1939.4593352399997,7250.668555597532,6927.684548545523,24,0.4942,,,
257,17747.0,4334.414409079999,5718.042655096636,7079.590071561391,23,0.4942,,,
258,7060.0,1724.2894983999997,7051.562322946175,6951.057365439094,24,0.4942,,,
259,17061.0,4166.87013204,6595.647441533321,7744.889865775745,23,0.4942,,,
260,14674.0,3583.8844333599995,5546.968788333106,6953.492299304893,23,0.4942,,,
261,6143.0,1500.3272505199998,5775.4144554777795,6965.997720983233,23,0.4942,,,
262,13817.0,3374.57620388,5181.973728016212,6691.953897372801,23,0.4942,,,
263,15532.0,3793.4368964799996,6229.430079835179,7273.11621169199,23,0.4942,,,
264,12977.0,3169.4199462799997,5292.909994605841,6527.279956846729,16,0.4942,,,
265,6301.0,1538.91616564,7121.146802094906,6874.209331852087,24,0.4942,,,
266,13180.0,3218.9993751999996,6040.480880121396,7503.183839150228,23,0.4942,,,
267,8404.0,2052.5395105599996,5270.335197524988,7032.662303664922,23,0.4942,,,
268,10502.0,2564.9416872799998,5393.55370405637,6537.390973147972,16,0.4942,,,
269,4081.0,996.7174848399999,7388.318549375153,6899.43371722617,24,0.4942,,,
270,8759.0,2139.2424527599997,5512.9284164859,6483.171252426076,16,0.4942,,,
271,6874.0,1678.86204136,7404.499709048589,6823.8769275530985,24,0.4942,,,
272,16436.0,4014.2241070399996,5329.199987831589,6899.8068264784615,23,0.4942,,,
273,4489.0,1096.3648099599998,7556.733125417688,6675.716195143685,24,0.4942,,,
274,9361.0,2286.27110404,5544.219634654417,6685.498237367802,23,0.4942,,,
275,12275.0,2997.9679309999997,6794.375885947047,7631.623788187373,24,0.4942,,,
276,7009.0,1711.83358276,5541.277643030389,7085.838636039378,23,0.4942,,,
277,3455.0,843.8272261999999,6989.909406657019,6733.90506512301,24,0.4942,,,
278,11282.0,2755.44392648,5361.842669739408,7124.187378124446,23,0.4942,,,
279,7950.0,1941.6574379999997,5619.940377358491,7147.895723270441,23,0.4942,,,
280,6922.0,1690.58525608,6322.226379659058,7375.632620629875,23,0.4942,,,
281,12488.0,3049.98969632,5668.98102178091,6951.948830877643,23,0.4942,,,
282,11850.0,2894.1686339999997,6696.865569620253,7555.98582278481,24,0.4942,,,
283,4227.0,1032.3755962799999,7161.30707357464,7069.196356754199,24,0.4942,,,
284,3995.0,975.7133917999998,7179.836795994994,6509.37972465582,17,0.4942,,,
285,8696.0,2123.8557334399998,5158.264949402024,6915.087166513339,23,0.4942,,,
286,13968.0,3411.4554835199997,5302.364833906071,6736.765535509737,23,0.4942,,,
287,15070.0,3680.6009547999997,5444.0293297942935,6852.402189781022,23,0.4942,,,
288,3097.0,756.3915830799999,6610.667742977074,7587.174362286083,23,0.4942,,,
289,17149.0,4188.3626923599995,5898.280774389177,6934.450463583882,23,0.4942,,,
290,8900.0,2173.6793959999995,5591.1469662921345,6374.3470786516855,16,0.4942,,,
291,4500.0,1099.0513799999999,5612.677777777778,7047.042888888889,23,0.4942,,,
292,2086.0,509.47137303999995,6714.834132310642,7677.12368168744,24,0.4942,,,
293,4554.0,1112.2399965599998,7151.606060606061,6997.248353096179,24,0.4942,,,
294,10228.0,2498.0216699199996,5480.416699256942,6603.015350019554,16,0.4942,,,
295,11399.0,2784.0192623599996,5743.941047460304,6659.910606193525,16,0.4942,,,
296,4094.0,999.8925221599999,6287.925256472887,8028.780654616512,23,0.4942,,,
297,9328.0,2278.21139392,5601.860741852487,6497.229095197255,16,0.4942,,,
298,2807.0,685.5638274799999,5234.214463840399,6944.235126469541,23,0.4942,,,
299,8808.0,2151.20990112,6826.805744777475,7294.989554950045,24,0.4942,,,
300,13459.0,3287.1405607599995,8327.404933501746,7112.134036704064,24,0.4942,,,
301,12747.0,3113.2462090799995,7970.488899348867,6672.437357809681,17,0.4942,,,
302,4975.0,1215.0623589999998,6649.901708542714,7655.061507537688,23,0.4942,,,
303,5260.0,1284.6689463999999,5886.996768060836,6813.925095057034,23,0.4942,,,
304,17375.0,4243.5594949999995,8342.365928057554,6434.203510791367,17,0.4942,,,
305,9490.0,2317.7772435999996,5398.081138040042,6669.252476290832,16,0.4942,,,
306,10515.0,2568.1167245999995,7987.938088445078,7061.083880171184,24,0.4942,,,
307,13310.0,3250.7497483999996,8478.375657400451,6404.885875281743,17,0.4942,,,
308,9106.0,2223.9915258399997,8009.672853063914,6792.094443224248,24,0.4942,,,
309,4168.0,1017.9658115199999,5235.534548944338,6620.351247600768,16,0.4942,,,
310,11708.0,2859.48745712,7930.9796720191325,6545.058079945336,17,0.4942,,,
311,11586.0,2829.69095304,8276.053426549284,6877.224840324529,24,0.4942,,,
312,2671.0,652.34805244,7196.750655185324,6873.530138524897,24,0.4942,,,
313,15454.0,3774.3866725599996,7928.740649669989,6893.6001035330655,24,0.4942,,,
314,12486.0,3049.5012290399995,8321.725612686208,6750.153692135192,24,0.4942,,,
315,12169.0,2972.07916516,7838.192456241269,6463.885775330758,17,0.4942,,,
316,13670.0,3338.6738588,8525.885076810535,6602.23482077542,17,0.4942,,,
317,6139.0,1499.3503159599998,8087.404951946571,7058.288157680404,24,0.4942,,,
318,14601.0,3566.0553776399997,7886.60091774536,6766.17923429902,24,0.4942,,,
319,15737.0,3843.50479268,8595.97833132109,6413.8623625849905,17,0.4942,,,
320,5983.0,1461.2498681199997,5845.619588835033,6720.262744442587,23,0.4942,,,
321,10515.0,2568.1167245999995,8390.141892534475,7024.611031859249,24,0.4942,,,
322,1877.0,458.42654228,5404.111347895578,6990.381459776238,23,0.4942,,,
323,13453.0,3285.67515892,8287.463614063778,6572.67375306623,17,0.4942,,,
